Time,mass A x axis,mass B x axis
1.276795E+01,-1.032161E-01,1.447893E-01
1.280128E+01,-1.028728E-01,1.55559E-01
1.283462E+01,-1.025265E-01,1.333893E-01
1.286796E+01,-1.024716E-01,7.554398E-02
1.290129E+01,-1.028293E-01,9.760143E-02
1.293463E+01,-1.03406E-01,1.0957E-01
1.296797E+01,-1.045508E-01,8.617434E-02
1.30013E+01,-1.061345E-01,4.381594E-02
1.303464E+01,-1.078573E-01,5.71948E-02
1.306798E+01,-1.09715E-01,6.592384E-02
1.310131E+01,-1.117963E-01,4.976412E-02
1.313465E+01,-1.143561E-01,3.714752E-02
1.316799E+01,-1.172369E-01,3.725159E-02
1.320132E+01,-1.201401E-01,3.988417E-02
1.323466E+01,-1.232922E-01,3.648594E-02
1.3268E+01,-1.26305E-01,5.730818E-02
1.330133E+01,-1.292798E-01,4.419342E-02
1.333467E+01,-1.320344E-01,3.988247E-02
1.336801E+01,-1.347553E-01,5.006091E-02
1.340134E+01,-1.373107E-01,9.69223E-02
1.343468E+01,-1.395691E-01,7.52562E-02
1.346802E+01,-1.411825E-01,6.578701E-02
1.350135E+01,-1.42849E-01,8.559004E-02
1.353469E+01,-1.438211E-01,1.417284E-01
1.356803E+01,-1.439183E-01,1.194027E-01
1.360136E+01,-1.441329E-01,1.077931E-01
1.36347E+01,-1.435037E-01,1.306274E-01
1.366804E+01,-1.421832E-01,1.772903E-01
1.370137E+01,-1.403361E-01,1.6136E-01
1.373471E+01,-1.38052E-01,1.517019E-01
1.376805E+01,-1.351784E-01,1.698668E-01
1.380138E+01,-1.319608E-01,1.91984E-01
1.383472E+01,-1.285533E-01,1.875836E-01
1.386806E+01,-1.24906E-01,1.83496E-01
1.390139E+01,-1.210798E-01,1.910054E-01
1.393473E+01,-1.167938E-01,1.817373E-01
1.396807E+01,-1.125657E-01,1.9037E-01
1.40014E+01,-1.084613E-01,1.924545E-01
1.403474E+01,-1.046519E-01,1.869869E-01
1.406808E+01,-1.010101E-01,1.492184E-01
1.410141E+01,-9.770575E-02,1.68028E-01
1.413475E+01,-9.490509E-02,1.757222E-01
1.416809E+01,-9.234829E-02,1.591063E-01
1.420142E+01,-9.022773E-02,1.059155E-01
1.423476E+01,-8.854129E-02,1.283724E-01
1.42681E+01,-8.743081E-02,1.393927E-01
1.430143E+01,-8.694388E-02,1.173112E-01
1.433477E+01,-8.728335E-02,6.654415E-02
1.436811E+01,-8.800073E-02,8.500045E-02
1.440144E+01,-8.978973E-02,9.526505E-02
1.443478E+01,-9.194329E-02,7.521951E-02
1.446812E+01,-9.496231E-02,4.465159E-02
1.450145E+01,-9.850566E-02,5.25104E-02
1.453479E+01,-1.024144E-01,5.883637E-02
1.456813E+01,-1.068915E-01,4.774028E-02
1.460146E+01,-1.115566E-01,4.754659E-02
1.46348E+01,-1.168429E-01,4.257087E-02
1.466814E+01,-1.221388E-01,4.274367E-02
1.470147E+01,-1.274171E-01,4.445762E-02
1.473481E+01,-1.328144E-01,7.383103E-02
1.476815E+01,-1.378659E-01,5.838295E-02
1.480148E+01,-1.425181E-01,5.231747E-02
1.483482E+01,-1.47027E-01,6.567804E-02
1.486816E+01,-1.509359E-01,1.136155E-01
1.490149E+01,-1.542309E-01,9.277989E-02
1.493483E+01,-1.565816E-01,8.2705E-02
1.496817E+01,-1.583861E-01,1.025046E-01
1.50015E+01,-1.59229E-01,1.526166E-01
1.503484E+01,-1.587297E-01,1.338068E-01
1.506818E+01,-1.576662E-01,1.237536E-01
1.510151E+01,-1.556651E-01,1.435675E-01
1.513485E+01,-1.531335E-01,1.79504E-01
1.516819E+01,-1.496095E-01,1.68502E-01
1.520152E+01,-1.457677E-01,1.612239E-01
1.523486E+01,-1.410961E-01,1.744487E-01
1.52682E+01,-1.361033E-01,1.843131E-01
1.530153E+01,-1.303892E-01,1.844657E-01
1.533487E+01,-1.243963E-01,1.826648E-01
1.536821E+01,-1.184651E-01,1.852554E-01
1.540154E+01,-1.121056E-01,1.666543E-01
1.543488E+01,-1.060761E-01,1.781614E-01
1.546822E+01,-1.003924E-01,1.819187E-01
1.550155E+01,-9.495486E-02,1.731509E-01
1.553489E+01,-8.988018E-02,1.325387E-01
1.556823E+01,-8.521675E-02,1.513659E-01
1.560156E+01,-8.139388E-02,1.597152E-01
1.56349E+01,-7.823824E-02,1.421268E-01
1.566824E+01,-7.588391E-02,9.294403E-02
1.570157E+01,-7.425997E-02,1.126003E-01
1.573491E+01,-7.386454E-02,1.2238E-01
1.576825E+01,-7.428342E-02,1.022837E-01
1.580158E+01,-7.559469E-02,6.226569E-02
1.583492E+01,-7.814828E-02,7.57124E-02
1.586826E+01,-8.148663E-02,8.37915E-02
1.59016E+01,-8.554955E-02,6.843229E-02
1.593493E+01,-9.04584E-02,5.134215E-02
1.596827E+01,-9.646582E-02,5.415558E-02
1.600161E+01,-1.029207E-01,5.754417E-02
1.603494E+01,-1.093902E-01,5.188196E-02
1.606828E+01,-1.167072E-01,6.244802E-02
1.610162E+01,-1.237847E-01,5.427718E-02
1.613495E+01,-1.308912E-01,5.216901E-02
1.616829E+01,-1.379372E-01,5.791416E-02
1.620163E+01,-1.446166E-01,9.115152E-02
1.623496E+01,-1.508711E-01,7.540257E-02
1.62683E+01,-1.564142E-01,6.846345E-02
1.630164E+01,-1.610022E-01,8.27385E-02
1.633497E+01,-1.652612E-01,1.267338E-01
1.636831E+01,-1.683904E-01,1.087988E-01
1.640165E+01,-1.70122E-01,9.998651E-02
1.643498E+01,-1.711099E-01,1.18214E-01
1.646832E+01,-1.706756E-01,1.581744E-01
1.650166E+01,-1.693907E-01,1.439191E-01
1.653499E+01,-1.669088E-01,1.35901E-01
1.656833E+01,-1.631693E-01,1.515776E-01
1.660167E+01,-1.584248E-01,1.748204E-01
1.6635E+01,-1.529006E-01,1.689744E-01
1.666834E+01,-1.46596E-01,1.644501E-01
1.670168E+01,-1.393537E-01,1.724312E-01
1.673501E+01,-1.319189E-01,1.717151E-01
1.676835E+01,-1.241102E-01,1.761721E-01
1.680169E+01,-1.159168E-01,1.763267E-01
1.683502E+01,-1.082406E-01,1.749479E-01
1.686836E+01,-1.001846E-01,1.506363E-01
1.69017E+01,-9.274455E-02,1.636231E-01
1.693503E+01,-8.557731E-02,1.685963E-01
1.696837E+01,-7.937035E-02,1.574175E-01
1.700171E+01,-7.388442E-02,1.179421E-01
1.703504E+01,-6.956129E-02,1.347179E-01
1.706838E+01,-6.591626E-02,1.426473E-01
1.710172E+01,-6.324323E-02,1.263036E-01
1.713505E+01,-6.160534E-02,8.599262E-02
1.716839E+01,-6.144122E-02,1.010551E-01
1.720173E+01,-6.254182E-02,1.09153E-01
1.723506E+01,-6.468996E-02,9.312576E-02
1.72684E+01,-6.821946E-02,6.659645E-02
1.730174E+01,-7.280286E-02,7.430604E-02
1.733507E+01,-7.8458E-02,7.956548E-02
1.736841E+01,-8.519601E-02,6.978426E-02
1.740175E+01,-9.251564E-02,6.456543E-02
1.743508E+01,-1.007623E-01,6.309953E-02
1.746842E+01,-1.092826E-01,6.382093E-02
1.750176E+01,-1.182695E-01,6.317372E-02
1.753509E+01,-1.270756E-01,7.964077E-02
1.756843E+01,-1.36201E-01,7.007239E-02
1.760177E+01,-1.446645E-01,6.64042E-02
1.76351E+01,-1.525318E-01,7.446476E-02
1.766844E+01,-1.601158E-01,1.061619E-01
1.770178E+01,-1.665952E-01,9.213422E-02
1.773511E+01,-1.723992E-01,8.553108E-02
1.776845E+01,-1.767383E-01,9.910079E-02
1.780179E+01,-1.798037E-01,1.351501E-01
1.783512E+01,-1.815083E-01,1.213627E-01
1.786846E+01,-1.817796E-01,1.140699E-01
1.79018E+01,-1.80686E-01,1.288254E-01
1.793513E+01,-1.783489E-01,1.571872E-01
1.796847E+01,-1.747732E-01,1.477579E-01
1.800181E+01,-1.696778E-01,1.417078E-01
1.803514E+01,-1.640295E-01,1.52492E-01
1.806848E+01,-1.570752E-01,1.643262E-01
1.810182E+01,-1.492614E-01,1.625401E-01
1.813515E+01,-1.406443E-01,1.599576E-01
1.816849E+01,-1.314466E-01,1.638712E-01
1.820183E+01,-1.224552E-01,1.555329E-01
1.823516E+01,-1.126857E-01,1.617778E-01
1.82685E+01,-1.033912E-01,1.633597E-01
1.830184E+01,-9.420452E-02,1.591645E-01
1.833517E+01,-8.543344E-02,1.342268E-01
1.836851E+01,-7.743464E-02,1.460808E-01
1.840185E+01,-7.01324E-02,1.511744E-01
1.843518E+01,-6.402093E-02,1.402819E-01
1.846852E+01,-5.924626E-02,1.077041E-01
1.850186E+01,-5.502722E-02,1.208749E-01
1.853519E+01,-5.243919E-02,1.273075E-01
1.856853E+01,-5.155239E-02,1.141074E-01
