Time (s),Mass A X (m),Mass A Y (m),Mass B X (m),Mass B Y (m)
28.40284,-0.02278743,-0.001141149,0.0230922,-0.001697984
28.43617,-0.02071722,-0.001319127,0.02119669,-0.001879165
28.46951,-0.01919647,-0.001339363,0.01969438,-0.001936899
28.50285,-0.01890521,-0.001325642,0.01924775,-0.001966653
28.53618,-0.0199641,-0.001314624,0.02004189,-0.001970824
28.56952,-0.02194365,-0.001185694,0.02171243,-0.001884791
28.60286,-0.02401866,-0.0009074049,0.02346329,-0.001679796
28.63619,-0.02549274,-0.0006431371,0.02469569,-0.00150543
28.66953,-0.0257642,-0.0005763902,0.02490036,-0.001485975
28.70287,-0.02477004,-0.0007690587,0.0240785,-0.001604633
28.7362,-0.02287827,-0.00104834,0.02242513,-0.001797117
28.76954,-0.02076782,-0.001217679,0.02064301,-0.00195534
28.80288,-0.01923596,-0.001237252,0.01944005,-0.0019987
28.83621,-0.01897367,-0.001272217,0.01938509,-0.001997916
28.86955,-0.02003746,-0.001268791,0.02046268,-0.001972189
28.90289,-0.02200636,-0.001155674,0.02229187,-0.001849487
28.93622,-0.02402392,-0.0009081558,0.02404561,-0.00162966
28.96956,-0.02538797,-0.0006693719,0.02504993,-0.001453311
29.0029,-0.02557102,-0.0006522185,0.02498843,-0.001447031
29.03623,-0.02457175,-0.0008650978,0.02383294,-0.001627007
29.06957,-0.0226875,-0.00112706,0.0220109,-0.001817735
29.10291,-0.02069403,-0.001296037,0.02020394,-0.001940447
29.13624,-0.0193849,-0.001333756,0.01910388,-0.001984079
29.16958,-0.01927012,-0.001326289,0.01925673,-0.001987872
29.20292,-0.02033994,-0.001286428,0.02063846,-0.001966736
29.23625,-0.0221816,-0.001165587,0.02260533,-0.00181249
29.26959,-0.02402114,-0.0009196171,0.02439305,-0.00158644
29.30293,-0.02514228,-0.0007143783,0.02531417,-0.001404371
29.33626,-0.02511098,-0.0007221161,0.02512291,-0.001457831
29.3696,-0.02400317,-0.0009277686,0.02379966,-0.001669186
29.40294,-0.0222388,-0.001133487,0.02182381,-0.001903681
29.43627,-0.02048348,-0.001261561,0.01989478,-0.001979476
29.46961,-0.01948424,-0.001312643,0.01886678,-0.002000112
29.50295,-0.01966656,-0.001296728,0.01915854,-0.00199274
29.53628,-0.02094441,-0.001243105,0.02064796,-0.001956275
29.56962,-0.02273613,-0.001113147,0.02267914,-0.001817826
29.60296,-0.02434032,-0.0008975024,0.0244686,-0.00157761
29.63629,-0.02515128,-0.0007368139,0.02540572,-0.001397742
29.66963,-0.0247949,-0.0008092171,0.02514284,-0.001471369
29.70297,-0.02352127,-0.001020918,0.0237612,-0.001658763
29.7363,-0.02167345,-0.001232149,0.02181236,-0.00191297
29.76964,-0.02003097,-0.001334268,0.01994255,-0.001994387
29.80298,-0.01936361,-0.001323413,0.01894905,-0.001991921
29.83631,-0.01985253,-0.00130315,0.01925923,-0.001993202
29.86965,-0.02132531,-0.001239025,0.02068706,-0.00196192
29.90299,-0.02329094,-0.001066438,0.0226119,-0.001806418
29.93632,-0.02476771,-0.000808316,0.02429893,-0.001613653
29.96966,-0.02537018,-0.0007172168,0.02516472,-0.001453564
30.003,-0.02476226,-0.0008250771,0.02489332,-0.001478317
30.03633,-0.02324611,-0.001091545,0.02357273,-0.001689923
30.06967,-0.02125273,-0.001301531,0.02171415,-0.001879859
30.10301,-0.01965511,-0.001359734,0.01999946,-0.001949978
30.13634,-0.01906761,-0.001345684,0.01927668,-0.001985242
30.16968,-0.01977962,-0.001328844,0.01968826,-0.001996523
30.20302,-0.02151263,-0.001227253,0.02112665,-0.00193367
30.23635,-0.0235234,-0.001036794,0.02289668,-0.001746972
30.26969,-0.02506326,-0.0007708318,0.02431362,-0.001541565
30.30303,-0.02560023,-0.0006629966,0.0248845,-0.001458744
30.33636,-0.02489567,-0.0008135578,0.0244083,-0.001541213
30.3697,-0.02322058,-0.00109781,0.02303176,-0.001734772
30.40304,-0.02116409,-0.001305986,0.02130334,-0.001889305
30.43637,-0.01955123,-0.001348024,0.01988553,-0.001944477
30.46971,-0.01899951,-0.001342855,0.01946457,-0.001969739
30.50305,-0.01980485,-0.001320956,0.02019987,-0.001970348
30.53638,-0.02154592,-0.001220915,0.02175221,-0.001890383
30.56972,-0.02354314,-0.001045791,0.02348707,-0.001704533
30.60306,-0.02503617,-0.0007669153,0.02466123,-0.001516116
30.63639,-0.02554219,-0.0006551452,0.02489187,-0.001493808
30.66973,-0.02478177,-0.0008234268,0.02413141,-0.001605427
30.70307,-0.02314941,-0.001092148,0.02257278,-0.0017809
30.7364,-0.02112832,-0.001305316,0.02078283,-0.001893328
30.76974,-0.01958751,-0.001343753,0.01954549,-0.001919211
30.80308,-0.01919265,-0.001325762,0.01933945,-0.001898042
30.83641,-0.02000107,-0.001309247,0.02036747,-0.001870088
30.86975,-0.02173182,-0.00120636,0.02211866,-0.001759741
30.90309,-0.02361191,-0.0009774557,0.0238449,-0.001545127
30.93642,-0.02492811,-0.0007833401,0.02494949,-0.001385497
30.96976,-0.0252643,-0.0007083371,0.02499262,-0.001402938
31.0031,-0.0244536,-0.000860419,0.0240071,-0.001578737
31.03643,-0.02287193,-0.001090013,0.02222666,-0.001787656
31.06977,-0.02109019,-0.001265253,0.02037652,-0.00187892
31.10311,-0.01979028,-0.001303874,0.01915434,-0.001896576
31.13644,-0.01955629,-0.001321877,0.01915502,-0.001888736
31.16978,-0.02048348,-0.001279867,0.02033795,-0.001871058
31.20312,-0.02214529,-0.00117505,0.02222559,-0.001740465
31.23645,-0.02379657,-0.0009638576,0.02404804,-0.001524835
31.26979,-0.02485678,-0.0008145837,0.02518004,-0.001358594
31.30313,-0.02490736,-0.0008101147,0.02520392,-0.001329761
31.33646,-0.0239259,-0.0009894291,0.02412072,-0.00150473
31.3698,-0.02232135,-0.001208322,0.02227623,-0.001720108
31.40314,-0.02066274,-0.001299903,0.02035682,-0.00184593
31.43647,-0.01965514,-0.001333634,0.01916214,-0.001876157
31.46981,-0.01975523,-0.001322108,0.01918855,-0.001877125
31.50315,-0.02093969,-0.001278902,0.02038895,-0.001870635
31.53648,-0.02267834,-0.001138984,0.0222538,-0.001752246
31.56982,-0.02422408,-0.0009194583,0.02399792,-0.001524351
31.60316,-0.02507683,-0.000760574,0.02500519,-0.001390412
31.63649,-0.0248291,-0.0007923265,0.02496681,-0.001404051
31.66983,-0.0235957,-0.001004803,0.02391629,-0.001591848
31.70317,-0.02186139,-0.001218984,0.02212554,-0.001794925
31.7365,-0.02022911,-0.00134579,0.02035489,-0.001935727
31.76984,-0.01937369,-0.00133131,0.01931782,-0.001986462
31.80318,-0.01972789,-0.001314694,0.01942104,-0.001987393
31.83651,-0.02117583,-0.001254675,0.02059101,-0.001959161
31.86985,-0.02304806,-0.001084765,0.02234396,-0.00183972
31.90319,-0.02465964,-0.0008791677,0.0239359,-0.001647041
31.93652,-0.02538143,-0.0007281486,0.02478003,-0.001477027
31.96986,-0.02497213,-0.0008035083,0.02462598,-0.001487325
32.0032,-0.02354995,-0.001053341,0.02353968,-0.001628074
32.03653,-0.02162201,-0.001243054,0.02187335,-0.001784976
32.06987,-0.01992402,-0.001349813,0.02036507,-0.001865923
32.10321,-0.0191704,-0.001334359,0.01954239,-0.001895595
32.13654,-0.01964548,-0.001325693,0.01984301,-0.001888515
32.16988,-0.0211728,-0.001249022,0.02110805,-0.001827809
32.20322,-0.02312864,-0.001085298,0.02274347,-0.001703577
32.23655,-0.02472755,-0.0008533513,0.0241174,-0.001531102
32.26989,-0.02542779,-0.0007297494,0.02467084,-0.001462944
32.30323,-0.0249389,-0.0008081472,0.02426743,-0.001519071
32.33656,-0.02350327,-0.00105501,0.02297703,-0.00171558
32.3699,-0.02156329,-0.001251483,0.02130864,-0.001864549
32.40324,-0.01990205,-0.001352723,0.01995724,-0.001938513
32.43657,-0.01919815,-0.001328569,0.01944783,-0.001951634
32.46991,-0.01968731,-0.001320349,0.02007292,-0.001975194
32.50325,-0.02118989,-0.001255162,0.02154958,-0.001908544
32.53658,-0.02305316,-0.001076876,0.02322864,-0.001718218
32.56992,-0.02460553,-0.0008808447,0.02447197,-0.001529172
32.60326,-0.02525134,-0.0007556502,0.02484482,-0.001477328
32.63659,-0.02476092,-0.0008280443,0.02416033,-0.001568521
32.66993,-0.02337804,-0.001070323,0.02269636,-0.001778743
32.70327,-0.02154469,-0.001235238,0.02093556,-0.001885851
32.7366,-0.0200616,-0.001334925,0.0195891,-0.001932604
32.76994,-0.01948498,-0.001308687,0.01926397,-0.001898394
32.80328,-0.02006908,-0.001289008,0.02010668,-0.001873999
32.83661,-0.02153481,-0.001234634,0.02176164,-0.001790105
32.86995,-0.02324732,-0.001055124,0.02353625,-0.001570269
32.90329,-0.02454698,-0.000862533,0.02478034,-0.001395828
32.93662,-0.02494436,-0.0007876714,0.0250541,-0.001375661
32.96996,-0.02433682,-0.0008686046,0.02425877,-0.001521264
33.0033,-0.02293129,-0.001073871,0.0226206,-0.001767545
33.03663,-0.02123863,-0.001220996,0.0207838,-0.001897631
33.06997,-0.02001074,-0.001309239,0.01943611,-0.001931098
33.10331,-0.0197411,-0.001314955,0.01918107,-0.001905114
33.13664,-0.02057036,-0.001275686,0.02008044,-0.001885571
33.16998,-0.02205333,-0.00118224,0.02179219,-0.001786525
33.20332,-0.02366686,-0.0009929241,0.0235841,-0.001572078
33.23665,-0.02473929,-0.0008228914,0.02484052,-0.001388788
33.26999,-0.02488625,-0.0008062191,0.0250655,-0.00135657
33.30333,-0.02402405,-0.0009976216,0.02427412,-0.00148893
33.33666,-0.02250365,-0.00117084,0.02262369,-0.001672926
33.37,-0.02086597,-0.001293842,0.02084215,-0.001841499
33.40334,-0.01980501,-0.001334016,0.01951574,-0.001898347
33.43667,-0.01978969,-0.001318793,0.01928919,-0.00188723
33.47001,-0.02083342,-0.001281197,0.020219,-0.001868563
33.50335,-0.02248822,-0.001156891,0.02185162,-0.001788324
33.53668,-0.02410339,-0.0009461093,0.02351399,-0.001576518
33.57002,-0.02503511,-0.000800274,0.02463817,-0.001420941
33.60336,-0.02497801,-0.000824221,0.02478699,-0.001396436
33.63669,-0.02385909,-0.001024967,0.02396934,-0.001562573
33.67003,-0.02211412,-0.001231056,0.02244172,-0.001753534
33.70337,-0.02038059,-0.001365253,0.02081554,-0.001868846
33.7367,-0.0194307,-0.001398481,0.01970321,-0.001905661
33.77004,-0.01958649,-0.001405934,0.01962383,-0.001886945
33.80338,-0.02085097,-0.001371484,0.02060769,-0.001864736
33.83671,-0.02261651,-0.001226153,0.02217597,-0.001737178
33.87005,-0.02430539,-0.001006492,0.02367222,-0.001568837
33.90339,-0.0252419,-0.0008465635,0.02451487,-0.001451783
33.93672,-0.02509434,-0.0008545387,0.02446206,-0.001449453
33.97006,-0.02388995,-0.001049275,0.02353904,-0.001589859
34.0034,-0.02209727,-0.00126511,0.02200309,-0.001761513
34.03673,-0.02036099,-0.001369319,0.02050242,-0.001836197
34.07007,-0.01937185,-0.001404627,0.01968254,-0.001891634
34.10341,-0.01954988,-0.001401509,0.01990603,-0.001867622
34.13674,-0.02077995,-0.00136584,0.02105011,-0.001826443
34.17008,-0.02258924,-0.001237404,0.02263449,-0.001717278
34.20342,-0.02425275,-0.001017113,0.02399295,-0.00153357
34.23675,-0.02514242,-0.0008466783,0.02460976,-0.001461198
34.27009,-0.02494301,-0.0008757292,0.02432044,-0.00149407
34.30343,-0.02377183,-0.001057255,0.02317808,-0.001635166
34.33676,-0.02203671,-0.001251292,0.0215455,-0.001797973
34.3701,-0.02039049,-0.001363209,0.02012033,-0.00189663
34.40344,-0.01952199,-0.001409212,0.0194782,-0.001893171
34.43677,-0.01975747,-0.001391756,0.0199529,-0.001870621
34.47011,-0.02098212,-0.001358707,0.02129312,-0.001820172
34.50345,-0.02267593,-0.001173868,0.02301978,-0.001666719
34.53678,-0.0241426,-0.0009659156,0.02438101,-0.00150783
34.57012,-0.02488879,-0.0008371796,0.02488698,-0.001452084
34.60346,-0.02462655,-0.0009016084,0.02440285,-0.001523386
34.63679,-0.02347164,-0.001059754,0.02303279,-0.001725226
34.67013,-0.02182518,-0.001233181,0.02132694,-0.001895299
34.70347,-0.02037711,-0.001332102,0.01986372,-0.001944427
34.7368,-0.01975121,-0.001349827,0.01931778,-0.001974269
34.77014,-0.02016303,-0.00132531,0.0199292,-0.001981603
34.80348,-0.02145586,-0.001236555,0.02140583,-0.001914597
34.83681,-0.02306336,-0.001093594,0.0231529,-0.001720267
34.87015,-0.02430518,-0.0009398826,0.02454453,-0.00153236
34.90349,-0.02482337,-0.0008745806,0.0250177,-0.001456234
34.93682,-0.0243099,-0.0009512005,0.02449346,-0.001539068
34.97016,-0.02304113,-0.001130071,0.02309879,-0.001730876
35.0035,-0.02150198,-0.001293983,0.02131145,-0.001892458
35.03683,-0.02021285,-0.001356679,0.01985767,-0.001946629
35.07017,-0.01983907,-0.001331436,0.01933146,-0.001967719
35.10351,-0.02049424,-0.001305593,0.01994254,-0.001988475
35.13684,-0.0219179,-0.001206202,0.02143042,-0.001905903
35.17018,-0.02351025,-0.001017289,0.02311467,-0.00174411
35.20352,-0.02462802,-0.000838228,0.02441362,-0.001538015
35.23685,-0.02488862,-0.0007983379,0.02483534,-0.001469013
35.27019,-0.02413965,-0.000949155,0.02427651,-0.001553865
35.30353,-0.02265096,-0.001171746,0.0229064,-0.001751405
35.33686,-0.02099877,-0.001293703,0.02123669,-0.001881349
35.3702,-0.01982035,-0.001322701,0.01992374,-0.001921907
35.40354,-0.01962077,-0.001305035,0.01950962,-0.001901961
35.43687,-0.02049417,-0.001282871,0.02017152,-0.001876632
35.47021,-0.02210843,-0.001174788,0.02157591,-0.001802448
35.50355,-0.02375543,-0.0009769092,0.02315987,-0.001688257
35.53688,-0.02487803,-0.0008049661,0.02429953,-0.001524145
35.57022,-0.02503079,-0.0007894075,0.02461096,-0.001496461
35.60356,-0.02414152,-0.0009745697,0.0240003,-0.001580102
35.63689,-0.02254965,-0.001197235,0.02263646,-0.001744581
35.67023,-0.02079414,-0.001310224,0.02112339,-0.001869828
35.70357,-0.01962706,-0.001341345,0.02001047,-0.001908665
35.7369,-0.01951213,-0.001319769,0.0198394,-0.001900239
35.77024,-0.02048157,-0.001296114,0.02061132,-0.001867716
35.80358,-0.02214556,-0.001199607,0.02206205,-0.001784008
35.83691,-0.02382288,-0.000966961,0.02347126,-0.00160974
35.87025,-0.02491558,-0.0007842083,0.0243718,-0.001454174
35.90359,-0.02502002,-0.0007493677,0.024399,-0.001450953
35.93692,-0.02413124,-0.0009099648,0.02354721,-0.001578347
35.97026,-0.02251602,-0.001114383,0.02213068,-0.001746816
36.0036,-0.02081038,-0.001278734,0.02066621,-0.001855354
36.03693,-0.01967244,-0.001312178,0.01977729,-0.001877972
36.07027,-0.01959476,-0.001306844,0.01984615,-0.001874999
36.10361,-0.0205765,-0.001272711,0.02084425,-0.001842462
36.13694,-0.02219503,-0.001167574,0.02236312,-0.001736248
36.17028,-0.02381502,-0.0009637975,0.02378185,-0.001555388
36.20362,-0.02479428,-0.0008191506,0.02455335,-0.001449542
36.23695,-0.02486114,-0.0008309343,0.02436865,-0.001473295
36.27029,-0.02390741,-0.0009836924,0.02332681,-0.001604437
36.30363,-0.0224082,-0.001188693,0.0217868,-0.001767119
36.33696,-0.02081367,-0.001301585,0.02031413,-0.001862581
36.3703,-0.01984777,-0.001313671,0.01951756,-0.001867636
36.40364,-0.0198522,-0.00130682,0.01976187,-0.001867933
36.43697,-0.02084634,-0.001264918,0.02097533,-0.001827022
36.47031,-0.02234513,-0.001149799,0.02261571,-0.001705585
36.50365,-0.02376048,-0.0009692599,0.02407781,-0.001533292
36.53698,-0.02460209,-0.0008676979,0.02479645,-0.001437796
36.57032,-0.02450907,-0.0008928853,0.02452946,-0.001486752
36.60366,-0.02350925,-0.001027497,0.02336984,-0.001638274
36.63699,-0.02204932,-0.001193541,0.02170415,-0.001794224
36.67033,-0.02064717,-0.00126098,0.0201646,-0.001900575
36.70367,-0.01993879,-0.001303167,0.01940163,-0.001900895
36.737,-0.02018392,-0.001300483,0.01968378,-0.001899816
36.77034,-0.02133248,-0.001235526,0.02093827,-0.001833439
36.80368,-0.02283624,-0.001129642,0.02259388,-0.001719212
36.83701,-0.0240878,-0.000961329,0.02407035,-0.001528241
36.87035,-0.02466249,-0.0008683504,0.02476333,-0.001434068
36.90369,-0.02428398,-0.0009338791,0.02452245,-0.001480753
36.93702,-0.02310763,-0.001132894,0.02336546,-0.001647001
36.97036,-0.02160027,-0.001284552,0.02172183,-0.001777821
37.0037,-0.02030361,-0.001372383,0.02027966,-0.001868548
37.03703,-0.01982041,-0.001385162,0.0195337,-0.001872021
37.07037,-0.02030265,-0.001368542,0.01983225,-0.0018724
37.10371,-0.02164877,-0.001321327,0.02102605,-0.00182886
37.13704,-0.02321723,-0.001129066,0.02262983,-0.001706274
37.17038,-0.02444768,-0.0009630493,0.02397242,-0.001565571
37.20372,-0.02488569,-0.0009049323,0.02454609,-0.001471807
37.23705,-0.02434648,-0.0009698766,0.02422128,-0.001505968
37.27039,-0.02299293,-0.001170587,0.02309018,-0.001700709
37.30373,-0.02132617,-0.001314674,0.02158209,-0.001854909
37.33706,-0.02004506,-0.001362692,0.02031719,-0.001922968
37.3704,-0.01965141,-0.001386134,0.01977634,-0.001911532
37.40374,-0.02025423,-0.001395614,0.02022311,-0.001889863
37.43707,-0.02169647,-0.001306233,0.02142949,-0.001824771
37.47041,-0.0233425,-0.001117239,0.02285156,-0.001709088
37.50375,-0.02461321,-0.0009389033,0.02396062,-0.00157857
37.53708,-0.02501354,-0.0008754369,0.02433025,-0.00150444
37.57042,-0.02434591,-0.0009768171,0.02387654,-0.001561809
37.60376,-0.02293814,-0.001197128,0.02272155,-0.001731314
37.63709,-0.02123414,-0.001313148,0.02130693,-0.001842906
37.67043,-0.01994257,-0.001366248,0.02021868,-0.001906613
37.70377,-0.01956173,-0.001397938,0.01990911,-0.001896869
37.7371,-0.02019264,-0.001388111,0.0205627,-0.001876303
37.77044,-0.02167135,-0.001306637,0.02184866,-0.001792122
37.80378,-0.02330011,-0.001120761,0.02324499,-0.001675069
37.83711,-0.02456185,-0.0009495807,0.02420144,-0.001556644
37.87045,-0.02488591,-0.0008913087,0.02436677,-0.001538178
37.90379,-0.02426642,-0.0009877916,0.02366812,-0.001665137
37.93712,-0.02286427,-0.001185738,0.02234063,-0.001829524
37.97046,-0.02122733,-0.001308591,0.02088348,-0.00194153
38.0038,-0.02003176,-0.001363413,0.01989192,-0.002014658
38.03713,-0.01975429,-0.001386115,0.01981349,-0.001991647
38.07047,-0.02044394,-0.001379755,0.02066504,-0.00197275
38.10381,-0.02185159,-0.001300159,0.02210598,-0.001874084
38.13714,-0.02333726,-0.001117451,0.02356381,-0.001705683
38.17048,-0.02442011,-0.0009637257,0.02444516,-0.001559692
38.20382,-0.02463892,-0.0009346515,0.02450579,-0.001560036
38.23715,-0.02396275,-0.001072214,0.02365816,-0.001702963
38.27049,-0.02262839,-0.00119385,0.02216697,-0.001869392
38.30383,-0.02115594,-0.001309462,0.02066008,-0.001969057
38.33716,-0.02017167,-0.001352693,0.01967312,-0.002013003
38.3705,-0.02005637,-0.001325239,0.01964757,-0.001994755
38.40384,-0.02085508,-0.0012854,0.02060642,-0.001969605
38.43717,-0.02219804,-0.001178768,0.02217653,-0.00186354
38.47051,-0.02358859,-0.001007183,0.02369601,-0.00167745
38.50385,-0.02445339,-0.0008792705,0.0245804,-0.001563335
38.53718,-0.02448438,-0.0008761657,0.02454779,-0.001562264
38.57052,-0.02366179,-0.0009909175,0.02363425,-0.001697202
38.60386,-0.02228273,-0.001172958,0.02217348,-0.001866691
38.63719,-0.02085773,-0.00126419,0.02063211,-0.001968917
38.67053,-0.02010894,-0.001309394,0.01965489,-0.002002788
38.70387,-0.02018516,-0.001301437,0.01965353,-0.002001277
38.7372,-0.02119079,-0.001254427,0.02063129,-0.001973199
38.77054,-0.02262807,-0.001137921,0.02214005,-0.001867046
38.80388,-0.02395663,-0.0009730849,0.02358156,-0.001700916
38.83721,-0.02462767,-0.0008682324,0.0244654,-0.001562913
38.87055,-0.02442268,-0.0009026682,0.02447275,-0.001567198
38.90389,-0.02336019,-0.00105269,0.0236078,-0.001706385
38.93722,-0.02189781,-0.001201189,0.0221776,-0.001873714
38.97056,-0.02054916,-0.001264851,0.02073966,-0.001958242
39.0039,-0.01983448,-0.001305411,0.01989231,-0.002008541
39.03723,-0.02010954,-0.001309595,0.01997642,-0.002003188
39.07057,-0.02125149,-0.001251249,0.02093423,-0.001970977
39.10391,-0.02279736,-0.001110737,0.02234276,-0.001856329
39.13724,-0.02414818,-0.0009370643,0.02362571,-0.001716876
39.17058,-0.02476281,-0.0008573547,0.02432391,-0.001595079
39.20392,-0.02443822,-0.0009188015,0.02420104,-0.001611691
39.23725,-0.02326113,-0.001071512,0.02327318,-0.001729865
39.27059,-0.02168678,-0.001214111,0.02190775,-0.001860051
39.30393,-0.02027721,-0.001281992,0.02063652,-0.001943028
39.33726,-0.01961705,-0.00130063,0.01999349,-0.001983014
39.3706,-0.0199685,-0.001302311,0.02023847,-0.001975632
39.40394,-0.02119693,-0.001234156,0.02130072,-0.001930968
39.43727,-0.02282161,-0.001090236,0.02267087,-0.001770718
39.47061,-0.02417159,-0.0009253816,0.02378393,-0.001614735
39.50395,-0.02483367,-0.0007949029,0.02424034,-0.001532777
39.53728,-0.02447091,-0.0008877113,0.0238995,-0.001600202
39.57062,-0.02331127,-0.001046312,0.02285472,-0.001728578
39.60396,-0.02175323,-0.001207086,0.02146835,-0.00185947
39.63729,-0.02036962,-0.00127791,0.02034096,-0.001926564
39.67063,-0.0197649,-0.00130788,0.0199074,-0.001907938
39.70397,-0.02014209,-0.001301553,0.02039518,-0.001878346
39.7373,-0.02137379,-0.001231524,0.02158737,-0.001817623
39.77064,-0.02288343,-0.001115052,0.02301562,-0.001697727
39.80398,-0.02419396,-0.0009548746,0.02410259,-0.001572332
39.83731,-0.02472962,-0.0008765671,0.02440014,-0.001517762
39.87065,-0.0243799,-0.0009424648,0.02384496,-0.001624264
39.90399,-0.02323221,-0.001120895,0.02261467,-0.001749831
39.93732,-0.02174203,-0.001278334,0.02118695,-0.001859802
39.97066,-0.02052223,-0.001361853,0.02004471,-0.001930578
40.004,-0.02003386,-0.001388085,0.01974915,-0.001904027
40.03733,-0.0204849,-0.001378154,0.02039442,-0.001872642
40.07067,-0.02168173,-0.001330148,0.02172387,-0.00180606
40.10401,-0.02306923,-0.001163048,0.02322765,-0.001679063
40.13734,-0.02416742,-0.001005573,0.0243036,-0.001536767
40.17068,-0.02453189,-0.0009215906,0.02460389,-0.00150237
40.20402,-0.02402605,-0.0009811349,0.02398475,-0.001580528
40.23735,-0.0228824,-0.00115851,0.02263815,-0.001749335
40.27069,-0.02149788,-0.001289472,0.02111843,-0.001872168
40.30403,-0.0204647,-0.001335163,0.01994788,-0.001907704
40.33736,-0.02020671,-0.001329371,0.0196538,-0.001902933
40.3707,-0.02081462,-0.001287596,0.02033043,-0.001867458
40.40404,-0.02205028,-0.001205376,0.02171409,-0.001816753
40.43737,-0.02339633,-0.001050714,0.02318439,-0.001677141
40.47071,-0.02429237,-0.0009022907,0.02427121,-0.001539411
40.50405,-0.02442557,-0.0008627346,0.02450545,-0.001510811
40.53738,-0.02371069,-0.0009718735,0.02388891,-0.001635447
40.57072,-0.02242961,-0.001158349,0.02259328,-0.001774637
40.60406,-0.02103181,-0.001252641,0.02111742,-0.001867303
40.63739,-0.02015048,-0.001314159,0.02001182,-0.00191777
40.67073,-0.0201161,-0.001306838,0.01978943,-0.001903596
40.70407,-0.02091888,-0.001264995,0.02046334,-0.001861605
40.7374,-0.02231615,-0.001160146,0.0217895,-0.001790811
40.77074,-0.02368435,-0.001006217,0.02319687,-0.001638546
40.80408,-0.02449986,-0.0008712613,0.02414787,-0.001483359
40.83741,-0.02450992,-0.0008693759,0.02430797,-0.001437107
40.87075,-0.02364275,-0.001007318,0.02367346,-0.00154257
40.90409,-0.0222503,-0.001183146,0.02242013,-0.001722135
40.93742,-0.02080874,-0.001279315,0.02106108,-0.001820195
40.97076,-0.01993336,-0.001314898,0.02014,-0.001895747
41.0041,-0.01996837,-0.001306826,0.02000719,-0.001886829
41.03743,-0.02090532,-0.00127018,0.02076351,-0.00185264
41.07077,-0.02239885,-0.001174621,0.0220499,-0.001764526
41.10411,-0.02379215,-0.0009808449,0.02328501,-0.001634628
41.13744,-0.0246339,-0.0008587592,0.02403909,-0.001514201
41.17078,-0.02460731,-0.0008649812,0.0240582,-0.001542298
41.20412,-0.02368167,-0.001015247,0.0233111,-0.00166442
41.23745,-0.02221562,-0.001190241,0.02210912,-0.001817064
41.27079,-0.02077585,-0.001282674,0.02084809,-0.001918057
41.30413,-0.01990156,-0.00132412,0.02009766,-0.001924562
41.33746,-0.0199723,-0.001305105,0.02020123,-0.001903904
41.3708,-0.02092068,-0.0012655,0.02110512,-0.001849286
41.40414,-0.02239409,-0.001148314,0.02238684,-0.00174717
41.43747,-0.02377408,-0.0009885815,0.02356461,-0.001607514
41.47081,-0.02459939,-0.0008687101,0.02412087,-0.001512158
41.50415,-0.02455171,-0.0008738291,0.02391391,-0.001575045
41.53748,-0.02359871,-0.001011736,0.02300008,-0.001696177
41.57082,-0.0222253,-0.001187271,0.02166783,-0.001844235
41.60416,-0.02083007,-0.001278581,0.02046228,-0.001914504
41.63749,-0.02003614,-0.001311545,0.01989379,-0.001912882
41.67083,-0.02015901,-0.001307605,0.02020145,-0.001896728
41.70417,-0.02113382,-0.001248014,0.02126849,-0.001838237
41.7375,-0.02248438,-0.001156253,0.02265795,-0.001722103
41.77084,-0.0237572,-0.0009869532,0.02384186,-0.00157276
41.80418,-0.02444477,-0.0008942663,0.02433735,-0.001498197
41.83751,-0.02430469,-0.0009109904,0.02402893,-0.001528889
41.87085,-0.02339607,-0.001045105,0.02297616,-0.001707262
41.90419,-0.0220491,-0.00117311,0.02152294,-0.001840656
41.93752,-0.02082497,-0.001262323,0.02029901,-0.00191465
41.97086,-0.02021952,-0.001299151,0.01976378,-0.001913781
42.0042,-0.02045903,-0.00129291,0.02014629,-0.001890297
42.03753,-0.02144873,-0.001236277,0.02132679,-0.001832354
42.07087,-0.02279511,-0.001119862,0.02280402,-0.001707359
42.10421,-0.02389889,-0.0009900969,0.02397656,-0.001568847
42.13754,-0.02437456,-0.0009243729,0.02446962,-0.001489472
42.17088,-0.02403419,-0.0009769148,0.02412019,-0.001541874
42.20422,-0.02304191,-0.001099423,0.02300021,-0.001696986
42.23755,-0.02175012,-0.001252707,0.02151272,-0.001843909
42.27089,-0.02066129,-0.001322639,0.02030253,-0.001910016
42.30423,-0.02024485,-0.001338778,0.0197794,-0.001916502
42.33756,-0.02068156,-0.001302181,0.0201721,-0.001896882
42.3709,-0.02179408,-0.001228897,0.02132041,-0.001837958
42.40424,-0.02311785,-0.001104667,0.02275942,-0.0017151
42.43757,-0.0241102,-0.0009779614,0.02390006,-0.001578731
42.47091,-0.02439965,-0.0009426079,0.02438342,-0.001508322
42.50425,-0.02387996,-0.001049608,0.02400429,-0.001594361
42.53758,-0.02271417,-0.001163239,0.02291664,-0.001712268
42.57092,-0.02131889,-0.001287993,0.02154096,-0.001854383
42.60426,-0.02032219,-0.001341505,0.02040005,-0.001918716
42.63759,-0.02006475,-0.001324616,0.01995241,-0.001902642
42.67093,-0.02067252,-0.001297877,0.02036798,-0.001886659
42.70427,-0.02192338,-0.001199701,0.02147462,-0.00182549
42.7376,-0.02334192,-0.001038267,0.02278712,-0.001721319
42.77094,-0.02433811,-0.0008833682,0.02378862,-0.001585479
