Time (s),Mass A X (m),Mass A Y (m),Mass B X (m),Mass B Y (m)
14.0014,-0.02262643,-0.001144973,0.02293277,-0.001774358
14.03474,-0.01988925,-0.001325195,0.01979611,-0.001974723
14.06807,-0.0181779,-0.001313161,0.01761704,-0.001958343
14.10141,-0.01835942,-0.001311616,0.01748029,-0.001966925
14.13475,-0.02036434,-0.001299685,0.01938035,-0.002018
14.16808,-0.02325868,-0.001068873,0.02228854,-0.001870328
14.20142,-0.02579928,-0.0005953862,0.02506467,-0.001455383
14.23476,-0.02712703,-0.0002901817,0.02673654,-0.001093594
14.26809,-0.02665782,-0.00040311,0.02682963,-0.00111527
14.30143,-0.02466326,-0.0008437599,0.02524415,-0.0014512
14.33477,-0.02171843,-0.001228519,0.02250206,-0.001836851
14.3681,-0.01894146,-0.001370504,0.0196928,-0.002019268
14.40144,-0.01754107,-0.001358031,0.01797871,-0.001995659
14.43478,-0.01813864,-0.001357274,0.01818522,-0.001994279
14.46811,-0.02062852,-0.001310844,0.02019696,-0.002007115
14.50145,-0.02380052,-0.0009995024,0.0228868,-0.001793106
14.53479,-0.02634861,-0.0005121728,0.02528178,-0.001468319
14.56812,-0.02754094,-0.0002508484,0.02642617,-0.001203326
14.60146,-0.02683312,-0.0004444111,0.02602931,-0.001267885
14.6348,-0.02444703,-0.0009360417,0.02426536,-0.001610705
14.66813,-0.02138369,-0.001334253,0.02160283,-0.001905087
14.70147,-0.0185164,-0.001406516,0.01919473,-0.001989179
14.73481,-0.0173109,-0.001343333,0.01812287,-0.001966033
14.76814,-0.01820602,-0.001368392,0.01892192,-0.001994706
14.80148,-0.02079214,-0.001355147,0.02121362,-0.0019407
14.83482,-0.02392472,-0.001012015,0.02386496,-0.001686311
14.86815,-0.0264109,-0.0005195143,0.02583032,-0.001332063
14.90149,-0.02746019,-0.0002899835,0.02644554,-0.00118782
14.93483,-0.02665545,-0.00049023,0.02549096,-0.001361811
14.96816,-0.0243105,-0.0009612937,0.02324622,-0.00171091
15.0015,-0.02125681,-0.001326004,0.02051432,-0.001953707
15.03484,-0.01862308,-0.001369462,0.0183711,-0.001991574
15.06817,-0.01765854,-0.001378101,0.01782788,-0.001994868
15.10151,-0.01867536,-0.001433517,0.01924626,-0.002014465
15.13485,-0.02119774,-0.001344274,0.02194361,-0.001875756
15.16818,-0.02407402,-0.0009874979,0.02465966,-0.001510593
15.20152,-0.02621591,-0.0005891314,0.02650916,-0.001165868
15.23486,-0.02694315,-0.0004027549,0.02677416,-0.001081955
15.26819,-0.02595367,-0.0006399378,0.02538927,-0.001414824
15.30153,-0.02363033,-0.001041517,0.02275117,-0.001816926
15.33487,-0.02080536,-0.001318885,0.01985829,-0.002035857
15.3682,-0.01867614,-0.001348893,0.01777964,-0.001995438
15.40154,-0.01821185,-0.001316291,0.017555,-0.001994853
15.43488,-0.01958329,-0.001322262,0.01928575,-0.002023072
15.46821,-0.02213974,-0.001180921,0.02223545,-0.001870624
15.50155,-0.02467935,-0.0008190719,0.0251013,-0.001469153
15.53489,-0.02632352,-0.0004963023,0.02685498,-0.001054654
15.56822,-0.02648204,-0.0004530094,0.02696149,-0.001024333
15.60156,-0.02506041,-0.0007478189,0.02541855,-0.001360729
15.6349,-0.0226285,-0.001117249,0.0226387,-0.001751695
15.66823,-0.02003456,-0.001320436,0.01965101,-0.001938665
15.70157,-0.01840016,-0.001303598,0.01769198,-0.00193197
15.73491,-0.01854983,-0.001317342,0.0175933,-0.001906012
15.76824,-0.02041096,-0.001304539,0.0194749,-0.001929301
15.80158,-0.02311789,-0.001054325,0.02236416,-0.001746292
15.83492,-0.02548517,-0.0006377624,0.02503257,-0.001362888
15.86825,-0.02675214,-0.0003435144,0.02664208,-0.001053341
15.90159,-0.02635964,-0.0004450392,0.02665614,-0.001045045
15.93493,-0.02443223,-0.0008404874,0.02509919,-0.001359883
15.96826,-0.02170326,-0.001188444,0.0224324,-0.001716292
16.0016,-0.01906856,-0.001299358,0.01968732,-0.001896654
16.03494,-0.01782118,-0.001261532,0.01802879,-0.001866312
16.06827,-0.0184166,-0.001305673,0.01826778,-0.001878419
16.10161,-0.02073224,-0.001256048,0.02015008,-0.00186864
16.13495,-0.02368398,-0.0009872668,0.02279903,-0.001683967
16.16828,-0.02610558,-0.0005296076,0.0251044,-0.001363017
16.20162,-0.02721489,-0.0003075295,0.02626735,-0.001164383
16.23496,-0.0264865,-0.0004764966,0.02591226,-0.001231733
16.26829,-0.02425791,-0.0009258386,0.02421938,-0.001577197
16.30163,-0.02125396,-0.001264034,0.02168509,-0.001878697
16.33497,-0.01861571,-0.001341992,0.01933365,-0.001972749
16.3683,-0.0174988,-0.001275632,0.01826312,-0.001968834
16.40164,-0.01835508,-0.001335702,0.01897616,-0.001997016
16.43498,-0.02090082,-0.001270511,0.02109874,-0.001927707
16.46831,-0.02388206,-0.000964223,0.02359066,-0.001650468
16.50165,-0.0262829,-0.0005322463,0.02557402,-0.001359441
16.53499,-0.02724753,-0.000301631,0.02618955,-0.001177935
16.56832,-0.02638523,-0.0005137725,0.02537222,-0.001352903
16.60166,-0.02407768,-0.0009878695,0.02325526,-0.001677697
16.635,-0.02116189,-0.001327328,0.02069265,-0.001917089
16.66833,-0.01864634,-0.001382526,0.01863304,-0.001938833
16.70167,-0.01774014,-0.001367392,0.01811124,-0.001959094
16.735,-0.01873519,-0.001417855,0.01938385,-0.001988689
16.76834,-0.02124212,-0.001348009,0.02186849,-0.001864663
16.80168,-0.02403401,-0.0009963511,0.02446987,-0.001540734
16.83501,-0.02612083,-0.0006017537,0.02623553,-0.001212949
16.86835,-0.02684935,-0.0004111918,0.02647921,-0.001125719
16.90169,-0.02590038,-0.0006378607,0.02520546,-0.00140033
16.93502,-0.02365849,-0.001030084,0.0227613,-0.001777466
16.96836,-0.02093276,-0.001306001,0.02002081,-0.00196309
17.0017,-0.01880531,-0.001346153,0.01806436,-0.001971637
17.03503,-0.01827189,-0.00132239,0.01783616,-0.001980646
17.06837,-0.0195074,-0.001330289,0.0194995,-0.002007894
17.10171,-0.0219503,-0.001187013,0.02227025,-0.001858828
17.13504,-0.02439544,-0.0008539551,0.02496103,-0.001489802
17.16838,-0.02606547,-0.0005538426,0.02661088,-0.00113108
17.20172,-0.02631741,-0.0005014171,0.02673412,-0.001104248
17.23505,-0.02507528,-0.0007591314,0.02520884,-0.001443937
17.26839,-0.02275238,-0.001103104,0.02255861,-0.001838552
17.30173,-0.02027979,-0.001304863,0.01969221,-0.002014464
17.33506,-0.01861421,-0.001321875,0.01779921,-0.001973729
17.3684,-0.01866642,-0.00131078,0.01773825,-0.001981162
17.40174,-0.02034133,-0.001292155,0.01954108,-0.00201658
17.43507,-0.0229014,-0.001090707,0.02229297,-0.001857435
17.46841,-0.02521176,-0.00075348,0.02495764,-0.001494086
17.50175,-0.02643867,-0.0004742433,0.02649069,-0.001144859
17.53508,-0.02610662,-0.0005425564,0.02653343,-0.001147261
17.56842,-0.02437415,-0.0008949259,0.02500513,-0.001457859
17.60176,-0.02181807,-0.001215603,0.02235808,-0.001814309
17.63509,-0.01938576,-0.001315695,0.01973365,-0.001999475
17.66843,-0.0181182,-0.001301931,0.01808529,-0.001987219
17.70177,-0.0186386,-0.001304107,0.01821948,-0.001974205
17.7351,-0.0207679,-0.001266094,0.02005402,-0.002006002
17.76844,-0.02353696,-0.0009983135,0.02260879,-0.001816531
17.80178,-0.025827,-0.0005999023,0.02493746,-0.001489919
17.83511,-0.02685199,-0.0003715665,0.02615411,-0.001239736
17.86845,-0.02617626,-0.0005375647,0.02588694,-0.00129536
17.90179,-0.02409539,-0.0009615708,0.02432557,-0.001590663
17.93512,-0.02130067,-0.001293717,0.02188294,-0.001869847
17.96846,-0.01880899,-0.001373709,0.01957761,-0.001986028
18.0018,-0.01774823,-0.001362724,0.01840875,-0.001984939
18.03513,-0.01854123,-0.001420595,0.01893699,-0.002002227
18.06847,-0.02091474,-0.001368082,0.02091302,-0.001953626
18.10181,-0.0237502,-0.001088523,0.02332129,-0.001749901
18.13514,-0.02609666,-0.0006584016,0.02526946,-0.001425612
18.16848,-0.02707659,-0.0004568164,0.02597387,-0.001283523
18.20182,-0.02627358,-0.0006289103,0.02529741,-0.001424919
18.23515,-0.02405057,-0.001035452,0.02337862,-0.001716392
18.26849,-0.02120627,-0.001341079,0.02094594,-0.001957522
18.30183,-0.01875599,-0.001391014,0.0189624,-0.002020386
18.33516,-0.01784932,-0.001374141,0.01833778,-0.00200062
18.3685,-0.01877695,-0.001416492,0.01942312,-0.002004599
18.40184,-0.02111984,-0.001362126,0.02170429,-0.001904695
18.43517,-0.02388197,-0.001070067,0.02413982,-0.001600856
18.46851,-0.02599214,-0.0006381346,0.02579087,-0.001279437
18.50185,-0.02676226,-0.0004450868,0.02614612,-0.001211504
18.53518,-0.02589926,-0.0006314348,0.02497901,-0.001428296
18.56852,-0.02375046,-0.001018807,0.02273072,-0.00176281
18.60186,-0.02109917,-0.001292684,0.0201793,-0.001932969
18.63519,-0.01894439,-0.001358651,0.01832157,-0.00193716
18.66853,-0.01832086,-0.001315235,0.01804991,-0.001942546
18.70187,-0.01940858,-0.001329309,0.01957902,-0.001976373
18.7352,-0.021706,-0.0012104,0.02215171,-0.001849335
18.76854,-0.02414223,-0.0008909955,0.02471666,-0.001519485
18.80188,-0.02585152,-0.0005671278,0.02634962,-0.00121242
18.83521,-0.0262167,-0.0004841453,0.02649253,-0.00114477
18.86855,-0.02511317,-0.0007091801,0.02510984,-0.001434164
18.90189,-0.02293311,-0.001058808,0.02261378,-0.001786304
18.93522,-0.02048044,-0.001257429,0.01990542,-0.001964041
18.96856,-0.01884373,-0.001308034,0.01806068,-0.001961104
19.0019,-0.01869362,-0.001312964,0.01793833,-0.001977615
19.03523,-0.02014787,-0.00127789,0.01958263,-0.001998031
19.06857,-0.02252124,-0.00112688,0.02226154,-0.001842567
19.10191,-0.02475026,-0.0008105817,0.02479128,-0.001516589
19.13524,-0.02608002,-0.0005581182,0.0263664,-0.001216409
19.16858,-0.02595934,-0.0005991892,0.02643133,-0.001164501
19.20192,-0.02445025,-0.0008927118,0.02497118,-0.001458164
19.23525,-0.02212315,-0.0011978,0.02247969,-0.001787676
19.26859,-0.01975649,-0.00131678,0.01985509,-0.001936738
19.30193,-0.0184725,-0.001314954,0.01821762,-0.001965559
19.33526,-0.01883556,-0.001301278,0.01822753,-0.001971867
19.3686,-0.02072134,-0.001279701,0.01991175,-0.001998436
19.40194,-0.02332953,-0.001042834,0.02241246,-0.001835443
19.43527,-0.02552699,-0.0006605643,0.02469897,-0.001520939
19.46861,-0.02655182,-0.0004445097,0.02603527,-0.001275545
19.50195,-0.02599973,-0.0005727233,0.02596672,-0.001309399
19.53528,-0.02409682,-0.0009398678,0.02445193,-0.001572863
19.56862,-0.02148934,-0.001269552,0.02212605,-0.001880583
19.60196,-0.01909982,-0.001370777,0.0197945,-0.001990761
19.63529,-0.01801977,-0.001365545,0.01850442,-0.002003131
19.66863,-0.01865916,-0.001399618,0.01886454,-0.00198196
19.70197,-0.0208708,-0.001375396,0.02066128,-0.001981616
19.7353,-0.02358447,-0.001111775,0.02298486,-0.001789152
19.76864,-0.02584146,-0.0006980978,0.02492995,-0.001456503
19.80198,-0.02681077,-0.0004794344,0.02581531,-0.001283488
19.83531,-0.02612016,-0.0006239892,0.0253414,-0.001388155
19.86865,-0.02405606,-0.0009975574,0.02363211,-0.001671673
19.90199,-0.02133811,-0.001311832,0.0213646,-0.001918713
19.93532,-0.01894954,-0.001380083,0.01936891,-0.001978597
19.96866,-0.01793125,-0.001362064,0.01858805,-0.001969456
20.002,-0.01871555,-0.001403747,0.01944337,-0.001990051
20.03533,-0.02098378,-0.001371894,0.02150994,-0.001914749
20.06867,-0.02362912,-0.001102725,0.02381238,-0.00163461
20.10201,-0.02579103,-0.0007147582,0.02548928,-0.001328986
20.13534,-0.02664627,-0.0005164037,0.02595057,-0.001216999
20.16868,-0.02589474,-0.0006975891,0.0250211,-0.001377676
20.20202,-0.02387089,-0.001085002,0.02302528,-0.00170861
20.23535,-0.02129638,-0.001384688,0.02063934,-0.001914643
20.26869,-0.01910763,-0.001467959,0.01880279,-0.001925103
20.30203,-0.01832992,-0.001426958,0.01837257,-0.001904118
20.33536,-0.01924209,-0.001449624,0.01963357,-0.001904719
20.3687,-0.02142978,-0.001345198,0.0219976,-0.001763682
20.40204,-0.023805,-0.0010558,0.02442209,-0.001464494
20.43537,-0.0256102,-0.0006913293,0.02599952,-0.001146881
20.46871,-0.02620628,-0.0005885014,0.02621179,-0.001121626
20.50205,-0.02528464,-0.0007738524,0.02499226,-0.001369275
20.53538,-0.02325528,-0.001096171,0.02268392,-0.001743192
20.56872,-0.02089035,-0.001328081,0.02010732,-0.001912288
20.60206,-0.01910938,-0.00136183,0.01829192,-0.001901077
20.63539,-0.0187427,-0.001381622,0.01808613,-0.00188702
20.66873,-0.01995188,-0.001400189,0.0195573,-0.001905012
20.70207,-0.0221224,-0.001263353,0.02205044,-0.001749249
20.7354,-0.02432462,-0.0009727959,0.02454767,-0.001433744
20.76874,-0.02576308,-0.0007161036,0.02614015,-0.001140893
20.80208,-0.02586487,-0.0006904826,0.02628635,-0.001116372
20.83541,-0.02457615,-0.0009447017,0.02495417,-0.001400435
20.86875,-0.02238815,-0.001262647,0.0226155,-0.001749309
20.90209,-0.02013629,-0.001410925,0.02004595,-0.001913698
20.93542,-0.01874588,-0.001431434,0.01833486,-0.001912526
20.96876,-0.01888913,-0.00142919,0.01822527,-0.001894399
21.0021,-0.02049993,-0.001402698,0.01972536,-0.001892709
21.03543,-0.02290297,-0.001200361,0.02219512,-0.001751336
21.06877,-0.02501587,-0.0008392369,0.02452635,-0.001442153
21.10211,-0.02618787,-0.0006063119,0.02592948,-0.001180087
21.13544,-0.02587807,-0.000666589,0.02598446,-0.001167071
21.16878,-0.02422991,-0.001004247,0.0246759,-0.001418655
21.20212,-0.02183323,-0.001301698,0.02241856,-0.001736443
21.23545,-0.01951395,-0.001400444,0.0200619,-0.001886942
21.26879,-0.01835558,-0.001392473,0.01862899,-0.001882569
21.30213,-0.01878682,-0.001424823,0.01875765,-0.001881102
21.33546,-0.02072673,-0.00137464,0.02033263,-0.001867609
21.3688,-0.02332567,-0.001148793,0.02260777,-0.001712597
21.40214,-0.02552844,-0.0007712685,0.02462335,-0.001436946
21.43547,-0.02654007,-0.0005141942,0.0256871,-0.00125169
21.46881,-0.02600334,-0.0006605923,0.02542424,-0.001328765
21.50215,-0.02410155,-0.001038055,0.02395461,-0.001566848
21.53548,-0.02152592,-0.00133084,0.02177156,-0.001827349
21.56882,-0.01919303,-0.001401811,0.01975665,-0.001926853
21.60216,-0.01812273,-0.00140581,0.01878762,-0.001920716
21.63549,-0.01868673,-0.001411153,0.01932968,-0.001899045
21.66883,-0.02070631,-0.00136508,0.02114229,-0.001839193
21.70217,-0.02327887,-0.001137393,0.02330912,-0.00163735
21.7355,-0.02545664,-0.0007582431,0.0250627,-0.001344338
21.76884,-0.02645094,-0.0005256063,0.02570167,-0.001217313
21.80218,-0.02589936,-0.0006778451,0.02502579,-0.001324251
21.83551,-0.02404578,-0.001045583,0.02326459,-0.001588996
21.86885,-0.02151569,-0.00132063,0.02100624,-0.001803716
21.90219,-0.01928648,-0.001377992,0.019192,-0.001867823
21.93552,-0.01836637,-0.00139098,0.01860635,-0.001876785
21.96886,-0.01903293,-0.001409256,0.01958245,-0.001884538
22.0022,-0.02107362,-0.001351474,0.02172417,-0.001783043
22.03553,-0.02351651,-0.001093381,0.02406561,-0.001499366
22.06887,-0.02541593,-0.0007695697,0.02565213,-0.001203161
22.10221,-0.02616248,-0.0005918652,0.02600172,-0.001118161
22.13554,-0.025455,-0.0007331244,0.02500332,-0.001329307
22.16888,-0.02364075,-0.00103672,0.02289672,-0.00162016
22.20222,-0.02128038,-0.001277426,0.0204742,-0.001809446
22.23555,-0.01940313,-0.001344006,0.01867569,-0.001868536
22.26889,-0.01878198,-0.001341354,0.01827514,-0.001859039
22.30223,-0.01968769,-0.00132252,0.01950775,-0.001880958
22.33556,-0.02168819,-0.001205893,0.0218312,-0.001762869
22.3689,-0.02385484,-0.0009325477,0.02423266,-0.001469236
22.40224,-0.02538675,-0.0006832672,0.02585059,-0.001170528
22.43557,-0.0257572,-0.0006227952,0.02611502,-0.001097018
22.46891,-0.02477185,-0.0008069844,0.02498632,-0.001350316
22.50225,-0.02283926,-0.001125287,0.02270767,-0.001676425
22.53558,-0.02064798,-0.001319506,0.0202657,-0.001878646
22.56892,-0.01914115,-0.001346617,0.01847256,-0.001891588
22.60226,-0.01903067,-0.001322663,0.01819571,-0.001875295
22.63559,-0.02031403,-0.001309462,0.01953018,-0.001903356
22.66893,-0.02249015,-0.001140465,0.0217967,-0.001767084
22.70227,-0.02456177,-0.0008510181,0.02414933,-0.001481669
22.7356,-0.02580403,-0.0006237099,0.02569687,-0.001198624
22.76894,-0.02574924,-0.0006122056,0.02591061,-0.001129505
22.80228,-0.02438212,-0.0008773395,0.02476123,-0.001371656
22.83561,-0.0221928,-0.001158078,0.0226312,-0.001712046
22.86895,-0.020026,-0.001309306,0.02032521,-0.00189265
22.90229,-0.01873444,-0.001322792,0.01873523,-0.001905488
22.93562,-0.01894857,-0.001313414,0.01863971,-0.001894481
22.96896,-0.0206157,-0.001270656,0.0199943,-0.001882882
23.0023,-0.02297657,-0.001075831,0.02213511,-0.001752841
23.03563,-0.02511527,-0.0007798977,0.02421438,-0.001476586
23.06897,-0.02621029,-0.0005036688,0.02545074,-0.001240796
23.10231,-0.02590781,-0.000608662,0.02549962,-0.001272796
23.13564,-0.02429108,-0.0009184926,0.02426294,-0.001499681
23.16898,-0.0218946,-0.001195586,0.0222018,-0.001738004
23.20232,-0.01960704,-0.001297565,0.02015148,-0.001872739
23.23565,-0.01842923,-0.001293333,0.01895108,-0.001890207
23.26899,-0.01881567,-0.001304476,0.0191673,-0.001872869
23.30233,-0.02062394,-0.00127043,0.02069494,-0.001852744
23.33566,-0.02311967,-0.001068463,0.0227576,-0.001695201
23.369,-0.02528506,-0.0007004342,0.02458525,-0.00146092
23.40234,-0.02634402,-0.00048994,0.02545599,-0.001296711
23.43567,-0.02596384,-0.0005699376,0.02511141,-0.00137429
23.46901,-0.02422806,-0.000889206,0.0236104,-0.001628081
23.50235,-0.02180946,-0.001195436,0.02154239,-0.001834379
23.53568,-0.01955556,-0.001298244,0.01966224,-0.001934498
23.56902,-0.01844493,-0.001283745,0.01883448,-0.001910265
23.60236,-0.01890327,-0.001314488,0.01947496,-0.001895831
23.63569,-0.02074885,-0.001259788,0.02129461,-0.001822796
23.66903,-0.02314149,-0.001060545,0.02350803,-0.001615739
23.70237,-0.02512678,-0.0007206871,0.025167,-0.001345441
23.7357,-0.02607283,-0.0005329103,0.0257266,-0.001222584
23.76904,-0.02561357,-0.0006407959,0.02496288,-0.001387023
23.80238,-0.02391493,-0.0009274748,0.02312573,-0.001678611
23.83571,-0.02165889,-0.00118318,0.02089696,-0.00189708
23.86905,-0.01965964,-0.001268454,0.01907167,-0.001942829
23.90239,-0.01882171,-0.001291782,0.01847311,-0.00195994
23.93572,-0.01940752,-0.001290199,0.01943759,-0.001978985
23.96906,-0.02119676,-0.001236736,0.02155503,-0.001894259
24.0024,-0.02337066,-0.00102757,0.02384736,-0.001633582
24.03573,-0.0250813,-0.0007369649,0.02550633,-0.001326467
24.06907,-0.02570908,-0.0006204572,0.02594341,-0.001211134
24.10241,-0.02502303,-0.0007497599,0.025038,-0.001376768
24.13574,-0.02330285,-0.001004907,0.02304757,-0.001700066
24.16908,-0.0211806,-0.00123364,0.02070725,-0.001918598
24.20242,-0.0195288,-0.0013385,0.01881986,-0.001937356
24.23575,-0.01905751,-0.001299963,0.01833494,-0.001934485
24.26909,-0.02001867,-0.001297082,0.01943519,-0.001930293
24.30243,-0.02196654,-0.001178623,0.02157165,-0.001818216
24.33576,-0.02398437,-0.0009369978,0.02386619,-0.001591428
24.3691,-0.02538931,-0.0007098464,0.02549921,-0.001298146
24.40244,-0.02559818,-0.0006725937,0.02589874,-0.001220553
24.43577,-0.02456385,-0.0008922882,0.02497816,-0.001431174
24.46911,-0.02262505,-0.00114944,0.02297977,-0.001729981
24.50245,-0.02053805,-0.001324213,0.02064107,-0.00192856
24.53578,-0.01909275,-0.001345896,0.01890801,-0.001935882
24.56912,-0.01901702,-0.00132691,0.01853354,-0.001958224
24.60246,-0.02037886,-0.001305971,0.01964702,-0.001986544
24.63579,-0.02251958,-0.001137171,0.02167679,-0.001879146
24.66913,-0.0245627,-0.0008558926,0.02381881,-0.001637301
24.70247,-0.02580537,-0.0006075849,0.02525134,-0.001363514
24.7358,-0.02573765,-0.000617893,0.02550471,-0.00133675
24.76914,-0.02441747,-0.0008742294,0.02452646,-0.001502798
24.80248,-0.02221723,-0.001161163,0.02259989,-0.001745052
24.83581,-0.02002329,-0.001300175,0.02055732,-0.001909821
24.86915,-0.01869932,-0.001326054,0.01910515,-0.001916187
24.90249,-0.01880888,-0.00130566,0.01899473,-0.001899038
24.93582,-0.02038181,-0.001275999,0.02024438,-0.001871318
24.96916,-0.02267643,-0.00111484,0.02220453,-0.001758836
25.0025,-0.02480542,-0.0008128462,0.02406282,-0.00150927
25.03583,-0.02605181,-0.0005797263,0.02518529,-0.001338815
25.06917,-0.02588094,-0.000610029,0.0251352,-0.001340184
25.10251,-0.02440695,-0.0008898683,0.02393361,-0.00152851
25.13584,-0.02209946,-0.00119136,0.02204604,-0.001773316
25.16918,-0.01985041,-0.001304544,0.0201379,-0.001871255
25.20252,-0.0185837,-0.001316166,0.01907201,-0.001893648
25.23585,-0.01880887,-0.001314056,0.01937756,-0.001887738
25.26919,-0.02040695,-0.001282159,0.02084589,-0.001846846
25.30253,-0.02267459,-0.001117661,0.02285509,-0.00168478
25.33586,-0.02477689,-0.0008171793,0.02453844,-0.001462703
25.3692,-0.02592837,-0.0005931475,0.02533216,-0.001305564
25.40254,-0.02570587,-0.0006435158,0.02492891,-0.001382303
25.43587,-0.02421945,-0.0008944056,0.02340758,-0.001648019
25.46921,-0.02201937,-0.001167455,0.02131609,-0.001830611
25.50255,-0.0199517,-0.001291657,0.0195308,-0.00192033
25.53588,-0.01884141,-0.001305859,0.01874288,-0.001899803
25.56922,-0.01915755,-0.001310641,0.01939829,-0.001899964
25.60256,-0.0207576,-0.001261039,0.02115789,-0.001822225
25.63589,-0.02290116,-0.001094011,0.02336707,-0.001629847
25.66923,-0.02474294,-0.0008517319,0.02507681,-0.001351838
25.70257,-0.02566717,-0.0006546149,0.02569888,-0.001192196
25.7359,-0.02526917,-0.0007665778,0.02502907,-0.001321595
25.76924,-0.02377161,-0.00101146,0.02329909,-0.001586083
25.80258,-0.0217079,-0.0012523,0.02107825,-0.001813052
25.83591,-0.01989369,-0.00133908,0.01919531,-0.001877888
25.86925,-0.01916201,-0.001345841,0.01850081,-0.001883148
25.90259,-0.01977007,-0.001320093,0.01932302,-0.001892663
25.93592,-0.02143987,-0.00123199,0.02126336,-0.0018237
25.96926,-0.02346921,-0.001049855,0.02353238,-0.001616326
26.0026,-0.02499672,-0.0007974731,0.02523122,-0.001332592
26.03593,-0.02550072,-0.0007129998,0.02580659,-0.001199443
26.06927,-0.02480329,-0.0008576675,0.02508097,-0.001340857
26.10261,-0.02314457,-0.001105157,0.02327228,-0.001600714
26.13594,-0.02109581,-0.001308082,0.02098826,-0.001806604
26.16928,-0.01955942,-0.001360619,0.01917064,-0.001886183
26.20262,-0.01915033,-0.001326116,0.01858119,-0.001872913
26.23595,-0.02010594,-0.001308569,0.0194446,-0.001878315
26.26929,-0.0219993,-0.001193561,0.02134286,-0.001819122
26.30263,-0.02399217,-0.0009351823,0.02352409,-0.001621096
26.33596,-0.02534098,-0.0007076926,0.02509971,-0.001344566
26.3693,-0.02558941,-0.000679213,0.0255778,-0.001248007
26.40264,-0.02453552,-0.000891902,0.02480859,-0.001403423
26.43597,-0.02262298,-0.001159614,0.02304763,-0.001690291
26.46931,-0.02053142,-0.001311893,0.02098189,-0.001880439
26.50265,-0.01908511,-0.00133717,0.01933823,-0.00192025
26.53598,-0.01894605,-0.001326889,0.01892673,-0.00190866
26.56932,-0.02015249,-0.001309458,0.0198539,-0.001905934
26.60266,-0.02231169,-0.001157624,0.02166464,-0.001795992
26.63599,-0.0244107,-0.0008825688,0.02358439,-0.001608688
26.66933,-0.02573206,-0.0006113911,0.02492854,-0.001389252
26.70267,-0.02583192,-0.0006000413,0.02516424,-0.00137429
26.736,-0.02458708,-0.0008254366,0.02431115,-0.001541116
26.76934,-0.02252479,-0.001132963,0.02260469,-0.001786721
26.80268,-0.02030848,-0.001311348,0.02071094,-0.001911391
26.83601,-0.01890344,-0.001324111,0.01938923,-0.001933828
26.86935,-0.01888054,-0.001315724,0.01929307,-0.001904997
26.90269,-0.02023477,-0.001290381,0.02048286,-0.001866966
26.93602,-0.02238232,-0.001146685,0.02234597,-0.001740114
26.96936,-0.02448304,-0.0008683715,0.02407924,-0.001526586
27.0027,-0.02580024,-0.0006164643,0.02505386,-0.0013704
27.03603,-0.02581607,-0.0006037315,0.02496994,-0.001431107
27.06937,-0.02456,-0.0008475731,0.02379694,-0.001615048
27.10271,-0.02245114,-0.001144271,0.02190776,-0.001818289
27.13604,-0.02032163,-0.001291966,0.02013154,-0.001933671
27.16938,-0.01902183,-0.001328888,0.01909675,-0.001932411
27.20272,-0.01907608,-0.001319255,0.01936495,-0.00191499
27.23605,-0.02042265,-0.001281887,0.02084253,-0.001854143
27.26939,-0.02245533,-0.001140077,0.0228324,-0.001692122
27.30273,-0.02441724,-0.0008888639,0.02454026,-0.001467716
27.33606,-0.02552946,-0.0006629152,0.02534931,-0.001300827
27.3694,-0.02545604,-0.0007102441,0.02496908,-0.001380685
27.40274,-0.02419032,-0.0009387204,0.02352194,-0.001631203
27.43607,-0.02223236,-0.001223037,0.02144932,-0.001831975
27.46941,-0.02031772,-0.001372366,0.01959784,-0.001940356
27.50275,-0.0192706,-0.001422289,0.01874784,-0.001958931
27.53608,-0.0194893,-0.001398236,0.01925958,-0.001971976
27.56942,-0.02088143,-0.001363381,0.02090534,-0.001935558
27.60276,-0.02287551,-0.001204701,0.02306348,-0.001759596
27.63609,-0.02456191,-0.0009451493,0.02485692,-0.001475377
27.66943,-0.0253589,-0.0007997139,0.02560411,-0.001316093
27.70277,-0.02499449,-0.0008867783,0.02514551,-0.001397073
27.7361,-0.02359802,-0.00109994,0.02350275,-0.001678976
27.76944,-0.02172913,-0.001326776,0.02138686,-0.001910189
27.80278,-0.02006091,-0.00139959,0.01948416,-0.001978766
27.83611,-0.01935728,-0.00141814,0.01863946,-0.001979636
27.86945,-0.01992056,-0.001428453,0.01920893,-0.00201169
27.90279,-0.02152957,-0.001335435,0.02091148,-0.001947903
27.93612,-0.02343798,-0.001096858,0.02305427,-0.001760067
27.96946,-0.02494698,-0.0008764275,0.02477668,-0.001489612
28.0028,-0.02543538,-0.0007680062,0.025528,-0.001332496
28.03613,-0.02471619,-0.0008848168,0.02499535,-0.001410715
28.06947,-0.02307426,-0.001115114,0.02340744,-0.001660469
28.10281,-0.02111743,-0.001327194,0.02135842,-0.001902029
28.13614,-0.01954482,-0.001363231,0.01959436,-0.001959106
28.16948,-0.01911253,-0.00138367,0.01888638,-0.001973928
28.20282,-0.01996569,-0.001389869,0.01952272,-0.001982896
28.23615,-0.02181342,-0.001291521,0.02119486,-0.001931777
28.26949,-0.02382039,-0.001032424,0.02314085,-0.001707082
28.30283,-0.02525836,-0.0007851591,0.02463001,-0.001486022
28.33616,-0.02558046,-0.0006869503,0.02518967,-0.001369669
28.3695,-0.02464457,-0.0008855138,0.02460759,-0.001500531
